Game,Engine,Extensions,Version,APIClass,Class Version,Path,Size
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\ROPESTORMXMEN\ROPESTORMXMEN_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\SABRETOOTH_CLAWS\SABRETOOTH_CLAWS_LEFT.CD,5.60KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SABRETOOTH_CLAWS\SABRETOOTH_CLAWS_LEFT.CPD,1.76KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\SABRETOOTH_CLAWS\SABRETOOTH_CLAWS_RIGHT.CD,5.61KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SABRETOOTH_CLAWS\SABRETOOTH_CLAWS_RIGHT.CPD,1.76KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDBOSS_HAMMER\SANDBOSS_HAMMER.CD,3.36KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDBOSS_HAMMER\SANDBOSS_HAMMER.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDBOSS_HAMMER\SANDBOSS_HAMMER_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDCASTLEGRANDCENTRALB\SANDCASTLEGRANDCENTRALB.CD,4.91KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDCASTLEGRANDCENTRALB\SANDCASTLEGRANDCENTRALB.CPD,4.23KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDCASTLEGRANDCENTRALB\SANDCASTLEGRANDCENTRALB_DEFAULT.AS,1.24KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_FUNNEL\SANDMAN_FUNNEL.CD,2.33KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_FUNNEL\SANDMAN_FUNNEL.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDMAN_FUNNEL\SANDMAN_FUNNEL_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_HANDS\LEFTHAND.CD,3.58KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_HANDS\LEFTHAND.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDMAN_HANDS\LEFTHAND_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_HANDS\RIGHTHAND.CD,3.59KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_HANDS\RIGHTHAND.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDMAN_HANDS\RIGHTHAND_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_SANDCASTLE\SANDMANSANDCASTLE.CD,2.62KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_SANDCASTLE\SANDMANSANDCASTLE.CPD,2.11KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\SANDMAN_SANDCASTLE\SANDMANSANDCASTLE_DEFAULT.AS,27.68KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_WEAPONS\SANDMANCANNON.CD,2.67KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_WEAPONS\SANDMANCANNON.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDMAN_WEAPONS\SANDMANCANNON_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_WEAPONS\SANDMANFIST.CD,2.55KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_WEAPONS\SANDMANFIST.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_WEAPONS\SANDMANMACE.CD,2.32KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_WEAPONS\SANDMANMACE.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_WEAPONS\SANDMANMALLET.CD,2.58KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_WEAPONS\SANDMANMALLET.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDMAN_WHIRLWIND\SANDMAN_WHIRLWIND.CD,2.33KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDMAN_WHIRLWIND\SANDMAN_WHIRLWIND.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDPILEGRANDCENTRALA\SANDPILEGRANDCENTRALA.CD,2.34KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDPILEGRANDCENTRALA\SANDPILEGRANDCENTRALA.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDPILEGRANDCENTRALA\SANDPILEGRANDCENTRALA_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDTRAINGRANDCENTRALB\SANDTRAINGRANDCENTRALB.CD,3.59KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDTRAINGRANDCENTRALB\SANDTRAINGRANDCENTRALB.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDTRAINGRANDCENTRALB\SANDTRAINGRANDCENTRALB_DEFAULT.AS,1.24KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SANDWALLGRANDCENTRALB\SANDWALLGRANDCENTRALB.CD,3.26KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SANDWALLGRANDCENTRALB\SANDWALLGRANDCENTRALB.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SANDWALLGRANDCENTRALB\SANDWALLGRANDCENTRALB_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SPIDERMANWEBCHANGER\SPIDERMANWEBCHANGER.CD,2.56KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SPIDERMANWEBCHANGER\SPIDERMANWEBCHANGER.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\SPIDERMANWEBCHANGER\SPIDERMANWEBCHANGER_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SPIDERMANWEB_CUTSCENE\SPIDERMANWEB_CUTSCENE.CD,2.34KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SPIDERMANWEB_CUTSCENE\SPIDERMANWEB_CUTSCENE.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SPIDERMANWEB_CUTSCENE\SPIDERMANWEB_CUTSCENE_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\SPIDERMAN_ROPE\SAUSAGE_ROPE.CD,5.68KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPE.CD,2.33KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPE.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPELONG.CD,2.33KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPELONG.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPELONG_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPELONG_FIXED.CD,2.35KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPELONG_FIXED.CPD,1.76KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPESHORT_CUTSCENE.CD,2.35KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPESHORT_CUTSCENE.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPESHORT_CUTSCENE_DEFAULT.AS,1.24KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\MISC\SPIDERMAN_ROPE\SPIDERMAN_ROPE_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\SPIDERMAN_ROPE\VENOM_ROPE.CD,5.62KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\SYMBIOTESWORD\SYMBIOTESWORD.CD,5.85KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\SYMBIOTESWORD\SYMBIOTESWORD.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\SYMBIOTESWORD\SYMBIOTESWORD_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\TEDDYHAT\TEDDYHAT.CD,5.67KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\TOADTONGUE\LIZARDTONGUE.CD,5.59KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\TOADTONGUE\LIZARDTONGUE.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\TOADTONGUE\LIZARD_TONGUE_DEFAULT.AS,6.84KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\TOADTONGUE\TOADTONGUE.CD,2.35KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\TOADTONGUE\TOADTONGUESHORT.CD,2.33KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\TOADTONGUE\TOADTONGUESHORT.CPD,1.74KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\TOADTONGUE\VENOMTONGUE.CD,5.93KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\TOADTONGUE\VENOMTONGUE.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\TOADTONGUE\VENOMTONGUE_DEFAULT.AS,6.83KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\UMBRELLA\UMBRELLA.CD,2.55KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\UMBRELLA\UMBRELLA.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\UMBRELLA\UMBRELLA_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\UMBRELLAXMENSTORM\UMBRELLAXMENSTORM.CD,5.83KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\UMBRELLAXMENSTORM\UMBRELLAXMENSTORM.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\UMBRELLAXMENSTORM\UMBRELLAXMENSTORM_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\WARMACHINEHELMET\WARMACHINEHELMET.CD,2.59KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WHIP\WHIP.CD,5.81KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\WHIP\WHIP.CPD,1.78KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\MISC\WHIP\WHIP_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WHIPLASH_WHIP\WHIPLASH_WHIP.CD,5.93KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\WHIPLASH_WHIP\WHIPLASH_WHIP.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\WHIPLASH_WHIP\WHIPLASH_WHIP_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WINGS\WINGSARCHANGEL.CD,6.00KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WINGS\WINGSFEATHER.CD,5.98KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WINGS\WINGS_BEETLE.CD,5.69KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\WINGS\WINGS_BEETLE.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\WINGS\WINGS_BEETLE_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WINGS\WINGS_FAIRY.CD,5.65KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\WINGS\WINGS_FAIRY.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\WINGS\WINGS_FAIRY_DEFAULT.AS,7.31KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WINGS\WINGS_FALCON.CD,5.98KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\MISC\WINGS\WINGS_VULTURE.CD,5.62KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\WINGS\WINGS_VULTURE.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\MISC\WINGS\WINGS_VULTURE_DEFAULT.AS,6.83KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\MISC\WOLVERINECLAWS\WOLVERINECLAWS.CD,2.33KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\MISC\WOLVERINECLAWS\WOLVERINECLAWS.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\SMALL\FRODOBAGGINS\FRODOBAGGINS.CD,11.04KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\SMALL\FRODOBAGGINS\FRODOBAGGINS_DEFAULT.AS,24.82KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\SMALL\FRODOBAGGINS\FRODOMITHRIL.CD,11.02KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\SMALL\FRODOBAGGINS\FRODOSHIRE.CD,9.87KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\SMALL\FRODOBAGGINS\FRODO_CLOAK_SET.AS,12.29KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\SMALL\FRODOBAGGINS\FRODO_STEALTH_SET.AS,7.02KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\HOWARDTHEDUCK\HOWARDTHEDUCKSMALL_DEFAULT.AS,28.89KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\ROCKETRACCOON\ROCKETRACCOONSMALL_DEFAULT.AS,34.24KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\SHAREDANIMS\COMMON_SHARED\COMMON_SHARED_SMALL.AS,38.09KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\SHAREDANIMS\MECHANICS\ACROBAT\ABILITY_SMALL_ACROBAT.AS,11.35KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\SMALL\SHAREDANIMS\MECHANICS\MINDCONTROL\ABILITY_SMALL_MINDCONTROL_VICTIM.AS,7.96KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\SHAREDANIMS\MECHANICS\SKYDIVING\ABILITY_SKYDIVING_SMALL.AS,32.61KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\SHAREDANIMS\MECHANICS\SKYDIVING\ABILITY_SKYDIVING_SMALL_14DOOMSHOWDOWN.AS,16.03KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\SMALL\SHAREDANIMS\MECHANICS\SKYDIVING\ABILITY_SKYDIVING_SMALL_NOCHUTE.AS,15.43KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\AMBULANCE\AMBULANCE.CD,37.82KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\AMBULANCE\AMBULANCE.CPD,1.74KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\AVENGING_CYCLE\AVENGING_CYCLE.CD,28.69KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\AVENGING_CYCLE\AVENGING_CYCLE.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\VEHICLES\AVENGING_CYCLE\AVENGING_CYCLE_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\BICYCLE\BICYCLE.CD,23.34KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\BICYCLE\BICYCLE.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\VEHICLES\BICYCLE\BICYCLE_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\BUS_GENERIC\BUS_GENERIC.CD,32.60KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\BUS_GENERIC\BUS_GENERIC.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\BUS_GENERIC\BUS_GENERIC_ADVERT.CD,32.61KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\VEHICLES\BUS_GENERIC\BUS_GENERIC_ADVERT_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\BUS_SCHOOL\BUS_SCHOOL.CD,31.00KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\BUS_SCHOOL\BUS_SCHOOL.CPD,1.74KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CAPTAINAMERICA_CYCLE\CAPTAINAMERICA_CYCLE.CD,26.19KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CAPTAINAMERICA_CYCLE\CAPTAINAMERICA_CYCLE.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\VEHICLES\CAPTAINAMERICA_CYCLE\CAPTAINAMERICA_CYCLE_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CAR_FULLSIZE\CAR_FULLSIZE.CD,33.19KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CAR_FULLSIZE\CAR_FULLSIZE.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CAR_LIMOUSINE\CAR_LIMOUSINE.CD,30.42KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CAR_LIMOUSINE\CAR_LIMOUSINE.CPD,1.75KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CAR_MIDSIZE\CAR_MIDSIZE.CD,30.46KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CAR_MIDSIZE\CAR_MIDSIZE.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\VEHICLES\CAR_MIDSIZE\CAR_MIDSIZE_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CAR_SMART\CAR_SMART.CD,30.44KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CAR_SMART\CAR_SMART.CPD,1.74KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CHITAURI_CHARIOT\CHITAURI_CHARIOT.CD,17.30KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CHITAURI_CHARIOT\CHITAURI_CHARIOT.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\CHITAURI_CHARIOT\CHITAURI_CHARIOT_DEFAULT.AS,7.76KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CITY_FERRY_BOAT\CITY_FERRY_BOAT.CD,26.03KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CITY_FERRY_BOAT\CITY_FERRY_BOAT.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\CITY_FERRY_BOAT\CITY_FERRY_BOAT_DEFAULT.AS,11.50KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\CLEANUPROBOT\CLEANUPROBOT.CD,15.90KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\CLEANUPROBOT\CLEANUPROBOT.CPD,1.80KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DAISYCAR\DAISYCAR.CD,27.00KB
LMSH1,NXG,Character Physics Definiton,24,Character Skeleton,1.10,CHARS\VEHICLES\DAISYCAR\DAISYCAR.CPD,908.00B
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\DAISYCAR\DAISYCAR_DEFAULT.AS,7.66KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DEADPOOLS_HELICOPTER\DEADPOOLS_HELICOPTER.CD,29.52KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DEADPOOLS_HELICOPTER\DEADPOOLS_HELICOPTER.CPD,1.76KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\DEADPOOLS_HELICOPTER\DEADPOOLS_HELICOPTER_DEFAULT.AS,8.36KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DEADPOOL_VESPA\DEADPOOL_VESPA.CD,26.90KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DEADPOOL_VESPA\DEADPOOL_VESPA.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.00,CHARS\VEHICLES\DEADPOOL_VESPA\DEADPOOL_VESPA_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DOOM_JET\DOOM_JET.CD,37.08KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DOOM_JET\DOOM_JET.CPD,2.12KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\DOOM_JET\DOOM_JET_DEFAULT.AS,9.20KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DOOM_JET\HUB_DOOM_JET.CD,5.91KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DOOM_JET\HUB_DOOM_JET.CPD,1.74KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\VEHICLES\DOOM_JET\HUB_DOOM_JET_DEFAULT.AS,1.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DOOM_SUBMARINE\DOOM_SUBMARINE.CD,26.94KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DOOM_SUBMARINE\DOOM_SUBMARINE.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\DOOM_SUBMARINE\DOOM_SUBMARINE_DEFAULT.AS,8.69KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DOOM_TANKER\DOOM_TANKER.CD,14.87KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DOOM_TANKER\DOOM_TANKER.CPD,1.75KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\VEHICLES\DOOM_TANKER\DOOM_TANKER_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.70,CHARS\VEHICLES\DUMMYCHAR\DUMMYCHAR.CD,2.32KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\DUMMYCHAR\DUMMYCHAR.CPD,1.74KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\DUMMYCHAR\DUMMYCHARQUINJET.CD,5.58KB
LMSH1,NXG,Character Definition,25,Character Definition,1.85,CHARS\VEHICLES\DUMMYCHAR\DUMMYCHARRAFT.CD,5.54KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.10,CHARS\VEHICLES\DUMMYCHAR\DUMMYCHARRAFT_DEFAULT.AS,1.22KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\FANTASTICAR\FANTASTICAR.CD,17.49KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\FANTASTICAR\FANTASTICAR.CPD,2.13KB
LMSH1,NXG,Animation Set,25,Character Anim Set,1.20,CHARS\VEHICLES\FANTASTICAR\FANTASTICAR_DEFAULT.AS,9.23KB
LMSH1,NXG,Character Definition,25,Character Definition,1.87,CHARS\VEHICLES\FANTASTICAR\HUB_FANTASTICAR.CD,6.04KB
LMSH1,NXG,Character Physics Definiton,25,Character Skeleton,1.50,CHARS\VEHICLES\FANTASTICAR\HUB_FANTASTICAR.CPD,1.75KB
